CustomerID,Age,Annual_Income_k,Spending_Score_1100,Income_to_Spending_Ratio,Age_Group,Spending_Behavior,Savings_Potential,Spending_Type
60,61,85.353,31,2.753322580645161,Senior,Low,54.352999999999994,Balanced
61,25,75.953,9,8.439222222222222,Young,Low,66.953,High Savings
62,64,67.458,51,1.3227058823529412,Senior,Medium,16.458,High Spending
63,52,30.358,29,1.0468275862068965,Senior,Low,1.3580000000000005,High Spending
64,31,13.267,78,0.17008974358974357,Middle-Aged,High,-64.733,High Spending
65,34,92.745,40,2.318625,Middle-Aged,Medium,52.745000000000005,Balanced
66,53,99.588,41,2.4289756097560975,Senior,Medium,58.587999999999994,Balanced
67,67,48.513,86,0.5641046511627906,Senior,High,-37.487,High Spending
68,57,21.338,11,1.9398181818181819,Senior,Low,10.338000000000001,High Spending
69,21,141.484,23,6.151478260869566,Young,Low,118.48400000000001,High Savings
70,19,17.543,1,17.543,Young,Low,16.543,High Savings
71,23,115.891,46,2.5193695652173913,Young,Medium,69.891,Balanced
72,59,70.692,21,3.366285714285714,Senior,Low,49.69199999999999,Balanced
73,21,54.425,90,0.6047222222222222,Young,High,-35.575,High Spending
74,46,48.756,36,1.3543333333333334,Middle-Aged,Medium,12.756,High Spending
75,35,28.888,54,0.534962962962963,Middle-Aged,Medium,-25.112,High Spending
76,43,57.295,87,0.6585632183908047,Middle-Aged,High,-29.705,High Spending
77,61,124.352,57,2.1816140350877196,Senior,Medium,67.352,Balanced
78,51,93.042,1,93.042,Senior,Low,92.042,High Savings
79,27,95.999,63,1.5237936507936507,Young,Medium,32.998999999999995,High Spending
80,53,27.955,54,0.5176851851851851,Senior,Medium,-26.045,High Spending
81,31,47.841,55,0.8698363636363636,Middle-Aged,Medium,-7.158999999999999,High Spending
82,48,80.64,40,2.016,Middle-Aged,Medium,40.64,Balanced
83,65,148.429,15,9.895266666666666,Senior,Low,133.429,High Savings
84,32,71.476,21,3.4036190476190478,Middle-Aged,Low,50.476,Balanced
85,25,54.811,47,1.166191489361702,Young,Medium,7.811,High Spending
86,31,81.18,73,1.1120547945205481,Middle-Aged,High,8.180000000000007,High Spending
87,40,122.856,53,2.3180377358490567,Middle-Aged,Medium,69.856,Balanced
88,57,78.45,9,8.716666666666667,Senior,Low,69.45,High Savings
89,38,121.888,74,1.647135135135135,Middle-Aged,High,47.888000000000005,High Spending
90,33,120.448,52,2.316307692307692,Middle-Aged,Medium,68.448,Balanced
91,62,24.397,57,0.4280175438596491,Senior,Medium,-32.603,High Spending
92,35,141.8,26,5.453846153846154,Middle-Aged,Low,115.80000000000001,High Savings
93,64,129.18,41,3.1507317073170733,Senior,Medium,88.18,Balanced
94,41,76.234,35,2.1781142857142854,Middle-Aged,Medium,41.233999999999995,Balanced
95,43,49.954,63,0.7929206349206349,Middle-Aged,Medium,-13.046,High Spending
96,42,89.459,25,3.57836,Middle-Aged,Low,64.459,Balanced
97,62,69.163,90,0.7684777777777777,Senior,High,-20.837000000000003,High Spending
98,58,61.934,75,0.8257866666666667,Senior,High,-13.066000000000003,High Spending
99,46,64.098,38,1.6867894736842104,Middle-Aged,Medium,26.098,High Spending
100,32,15.486,2,7.743,Middle-Aged,Low,13.486,High Savings
101,62,149.407,7,21.343857142857143,Senior,Low,142.407,High Savings
102,18,96.9,82,1.181707317073171,Young,High,14.900000000000006,High Spending
103,42,136.02,91,1.4947252747252748,Middle-Aged,High,45.02000000000001,High Spending
104,24,112.795,34,3.3175,Young,Medium,78.795,Balanced
105,26,97.508,91,1.0715164835164834,Young,High,6.507999999999996,High Spending
106,41,128.324,17,7.548470588235295,Middle-Aged,Low,111.32400000000001,High Savings
107,18,70.566,43,1.6410697674418606,Young,Medium,27.566000000000003,High Spending
108,61,37.192,59,0.6303728813559322,Senior,Medium,-21.808,High Spending
109,25,11.062,51,0.2169019607843137,Young,Medium,-39.938,High Spending
110,41,94.076,54,1.742148148148148,Middle-Aged,Medium,40.07599999999999,High Spending
111,28,99.78,24,4.1575,Young,Low,75.78,High Savings
112,68,31.689,25,1.26756,Senior,Low,6.689,High Spending
113,34,21.174,71,0.29822535211267603,Middle-Aged,High,-49.826,High Spending
114,25,98.461,52,1.8934807692307691,Young,Medium,46.461,High Spending
115,52,136.174,70,1.9453428571428573,Senior,High,66.174,High Spending
116,52,113.033,88,1.2844659090909092,Senior,High,25.033,High Spending
117,50,19.348,33,0.5863030303030303,Middle-Aged,Low,-13.652000000000001,High Spending
118,22,48.102,49,0.981673469387755,Young,Medium,-0.8980000000000032,High Spending
119,59,84.46,29,2.912413793103448,Senior,Low,55.459999999999994,Balanced
120,56,112.634,63,1.7878412698412698,Senior,Medium,49.634,High Spending
121,58,99.93,22,4.542272727272728,Senior,Low,77.93,High Savings
122,45,16.801,26,0.6461923076923076,Middle-Aged,Low,-9.199000000000002,High Spending
123,24,113.15,28,4.041071428571429,Young,Low,85.15,High Savings
124,26,11.542,85,0.13578823529411765,Young,High,-73.458,High Spending
125,25,31.677,49,0.646469387755102,Young,Medium,-17.323,High Spending
126,29,49.081,71,0.6912816901408451,Young,High,-21.918999999999997,High Spending
127,51,103.105,81,1.2729012345679014,Senior,High,22.105000000000004,High Spending
128,50,29.065,84,0.3460119047619048,Middle-Aged,High,-54.935,High Spending
129,65,98.092,49,2.0018775510204083,Senior,Medium,49.092,Balanced
130,40,64.693,20,3.23465,Middle-Aged,Low,44.693,Balanced
131,41,36.962,86,0.42979069767441863,Middle-Aged,High,-49.038,High Spending
132,54,38.295,92,0.41625,Senior,High,-53.705,High Spending
133,52,23.807,63,0.3778888888888889,Senior,Medium,-39.193,High Spending
134,61,142.396,61,2.334360655737705,Senior,Medium,81.39599999999999,Balanced
135,57,101.267,49,2.066673469387755,Senior,Medium,52.266999999999996,Balanced
136,39,29.87,71,0.4207042253521127,Middle-Aged,High,-41.129999999999995,High Spending
137,44,36.79,1,36.79,Middle-Aged,Low,35.79,High Savings
138,52,128.874,96,1.3424375,Senior,High,32.873999999999995,High Spending
139,18,35.289,13,2.714538461538462,Young,Low,22.289,Balanced
140,52,25.485,94,0.27111702127659576,Senior,High,-68.515,High Spending
141,54,54.482,87,0.6262298850574712,Senior,High,-32.518,High Spending
142,64,96.188,51,1.8860392156862746,Senior,Medium,45.188,High Spending
143,31,14.748,56,0.26335714285714285,Middle-Aged,Medium,-41.252,High Spending
144,20,13.709,83,0.16516867469879518,Young,High,-69.291,High Spending
145,18,133.961,62,2.160661290322581,Young,Medium,71.96100000000001,Balanced
146,22,40.355,32,1.26109375,Young,Low,8.354999999999997,High Spending
147,43,52.918,30,1.7639333333333334,Middle-Aged,Low,22.918,High Spending
148,31,62.224,29,2.145655172413793,Middle-Aged,Low,33.224,Balanced
149,56,49.298,49,1.0060816326530613,Senior,Medium,0.2980000000000018,High Spending
150,44,90.219,45,2.0048666666666666,Middle-Aged,Medium,45.218999999999994,Balanced
151,26,71.629,93,0.7702043010752688,Young,High,-21.370999999999995,High Spending
152,32,76.04,30,2.534666666666667,Middle-Aged,Low,46.040000000000006,Balanced
153,32,38.016,16,2.376,Middle-Aged,Low,22.016,Balanced
154,43,33.96,40,0.849,Middle-Aged,Medium,-6.039999999999999,High Spending
155,59,43.591,19,2.294263157894737,Senior,Low,24.591,Balanced
156,30,113.333,18,6.296277777777778,Young,Low,95.333,High Savings
157,68,124.821,1,124.821,Senior,Low,123.821,High Savings
158,49,46.395,78,0.5948076923076924,Middle-Aged,High,-31.604999999999997,High Spending
159,56,139.695,47,2.9722340425531915,Senior,Medium,92.695,Balanced
160,66,44.62,66,0.676060606060606,Senior,Medium,-21.380000000000003,High Spending
161,69,138.148,92,1.501608695652174,Senior,High,46.147999999999996,High Spending
162,49,30.559,94,0.32509574468085106,Middle-Aged,High,-63.441,High Spending
163,21,103.396,38,2.7209473684210526,Young,Medium,65.396,Balanced
164,47,31.732,51,0.6221960784313726,Middle-Aged,Medium,-19.268,High Spending
165,54,101.362,63,1.6089206349206349,Senior,Medium,38.361999999999995,High Spending
166,40,23.843,4,5.96075,Middle-Aged,Low,19.843,High Savings
167,56,124.065,1,124.065,Senior,Low,123.065,High Savings
168,62,81.726,8,10.21575,Senior,Low,73.726,High Savings
169,32,27.64,29,0.9531034482758621,Middle-Aged,Low,-1.3599999999999994,High Spending
170,60,62.528,55,1.1368727272727273,Senior,Medium,7.527999999999999,High Spending
171,46,48.413,3,16.137666666666664,Middle-Aged,Low,45.413,High Savings
172,53,62.638,32,1.9574375,Senior,Low,30.637999999999998,High Spending
173,30,120.133,10,12.0133,Young,Low,110.133,High Savings
174,49,116.357,74,1.572391891891892,Middle-Aged,High,42.357,High Spending
175,24,148.186,83,1.7853734939759036,Young,High,65.186,High Spending
176,68,88.859,34,2.6134999999999997,Senior,Medium,54.858999999999995,Balanced
177,39,109.657,97,1.1304845360824742,Middle-Aged,High,12.656999999999996,High Spending
178,45,21.023,87,0.24164367816091953,Middle-Aged,High,-65.977,High Spending
179,19,31.447,55,0.5717636363636364,Young,Medium,-23.553,High Spending
180,59,135.899,92,1.4771630434782608,Senior,High,43.899,High Spending
181,62,33.959,32,1.06121875,Senior,Low,1.9590000000000032,High Spending
182,23,76.203,50,1.52406,Young,Medium,26.203000000000003,High Spending
183,45,129.156,7,18.450857142857142,Middle-Aged,Low,122.156,High Savings
184,45,19.337,93,0.2079247311827957,Middle-Aged,High,-73.663,High Spending
185,61,56.427,8,7.053375,Senior,Low,48.427,High Savings
186,61,71.529,65,1.1004461538461539,Senior,Medium,6.528999999999996,High Spending
187,37,112.023,57,1.9653157894736841,Middle-Aged,Medium,55.022999999999996,High Spending
188,47,94.665,67,1.4129104477611942,Middle-Aged,High,27.665000000000006,High Spending
189,28,115.787,88,1.3157613636363636,Young,High,27.787000000000006,High Spending
190,45,43.307,87,0.4977816091954023,Middle-Aged,High,-43.693,High Spending
191,42,137.016,59,2.3223050847457625,Middle-Aged,Medium,78.01599999999999,Balanced
192,56,14.835,72,0.20604166666666668,Senior,High,-57.165,High Spending
193,50,30.159,54,0.5585,Middle-Aged,Medium,-23.841,High Spending
194,18,131.79,67,1.9670149253731342,Young,High,64.78999999999999,High Spending
195,44,115.616,51,2.2669803921568628,Middle-Aged,Medium,64.616,Balanced
196,69,88.752,97,0.9149690721649484,Senior,High,-8.248000000000005,High Spending
197,30,65.284,92,0.709608695652174,Young,High,-26.715999999999994,High Spending
198,58,67.043,8,8.380375,Senior,Low,59.043000000000006,High Savings
199,20,107.007,34,3.1472647058823533,Young,Medium,73.007,Balanced
200,56,92.844,35,2.652685714285714,Senior,Medium,57.843999999999994,Balanced
201,23,37.532,96,0.3909583333333333,Young,High,-58.468,High Spending
202,25,132.402,88,1.5045681818181817,Young,High,44.40199999999999,High Spending
203,44,128.012,78,1.6411794871794871,Middle-Aged,High,50.012,High Spending
204,26,146.785,32,4.58703125,Young,Low,114.785,High Savings
205,54,66.178,46,1.4386521739130433,Senior,Medium,20.177999999999997,High Spending
206,50,59.407,16,3.7129375,Middle-Aged,Low,43.407,Balanced
207,68,60.99,68,0.8969117647058824,Senior,High,-7.009999999999998,High Spending
208,59,139.473,37,3.769540540540541,Senior,Medium,102.47300000000001,Balanced
209,61,68.141,54,1.2618703703703704,Senior,Medium,14.141000000000005,High Spending
210,41,66.57,85,0.7831764705882353,Middle-Aged,High,-18.430000000000007,High Spending
211,32,11.015,14,0.7867857142857143,Middle-Aged,Low,-2.9849999999999994,High Spending
212,49,71.813,95,0.7559263157894737,Middle-Aged,High,-23.186999999999998,High Spending
213,49,37.712,55,0.6856727272727273,Middle-Aged,Medium,-17.287999999999997,High Spending
214,41,110.497,48,2.302020833333333,Middle-Aged,Medium,62.497,Balanced
215,58,149.487,82,1.8230121951219511,Senior,High,67.487,High Spending
216,69,122.816,7,17.545142857142856,Senior,Low,115.816,High Savings
217,66,138.778,74,1.8753783783783782,Senior,High,64.77799999999999,High Spending
218,66,72.292,7,10.327428571428571,Senior,Low,65.292,High Savings
219,69,33.833,33,1.0252424242424243,Senior,Low,0.8329999999999984,High Spending
220,29,145.23,23,6.314347826086956,Young,Low,122.22999999999999,High Savings
221,56,30.309,85,0.35657647058823533,Senior,High,-54.691,High Spending
222,19,16.97,19,0.893157894736842,Young,Low,-2.030000000000001,High Spending
223,20,82.474,19,4.3407368421052634,Young,Low,63.474000000000004,High Savings
224,66,56.54,36,1.5705555555555555,Senior,Medium,20.54,High Spending
225,54,28.017,29,0.966103448275862,Senior,Low,-0.9830000000000005,High Spending
226,66,85.88,60,1.4313333333333333,Senior,Medium,25.879999999999995,High Spending
227,34,115.57,82,1.4093902439024388,Middle-Aged,High,33.56999999999999,High Spending
228,66,18.702,2,9.351,Senior,Low,16.702,High Savings
229,19,141.456,1,141.456,Young,Low,140.456,High Savings
230,19,10.404,47,0.22136170212765957,Young,Medium,-36.596000000000004,High Spending
231,45,22.763,69,0.3298985507246377,Middle-Aged,High,-46.236999999999995,High Spending
232,40,108.142,20,5.4071,Middle-Aged,Low,88.142,High Savings
233,54,90.642,11,8.240181818181817,Senior,Low,79.642,High Savings
234,49,60.612,2,30.306,Middle-Aged,Low,58.612,High Savings
235,50,33.574,67,0.5011044776119403,Middle-Aged,High,-33.426,High Spending
236,18,33.524,87,0.38533333333333336,Young,High,-53.476,High Spending
237,36,20.916,12,1.743,Middle-Aged,Low,8.916,High Spending
238,19,14.809,20,0.7404499999999999,Young,Low,-5.191000000000001,High Spending
239,61,131.288,5,26.257600000000004,Senior,Low,126.28800000000001,High Savings
240,43,48.765,37,1.317972972972973,Middle-Aged,Medium,11.765,High Spending
241,49,55.106,38,1.450157894736842,Middle-Aged,Medium,17.106,High Spending
242,23,63.932,94,0.6801276595744681,Young,High,-30.067999999999998,High Spending
243,49,67.091,9,7.4545555555555545,Middle-Aged,Low,58.090999999999994,High Savings
244,21,31.949,98,0.32601020408163267,Young,High,-66.051,High Spending
245,28,47.744,53,0.9008301886792452,Young,Medium,-5.256,High Spending
246,34,118.319,44,2.689068181818182,Middle-Aged,Medium,74.319,Balanced
247,55,102.193,99,1.0322525252525252,Senior,High,3.192999999999998,High Spending
248,41,46.187,86,0.5370581395348837,Middle-Aged,High,-39.813,High Spending
249,22,148.311,24,6.179625000000001,Young,Low,124.311,High Savings
250,69,134.454,81,1.659925925925926,Senior,High,53.45400000000001,High Spending
251,51,24.489,74,0.3309324324324324,Senior,High,-49.510999999999996,High Spending
252,23,71.877,30,2.3958999999999997,Young,Low,41.876999999999995,Balanced
253,39,59.922,59,1.0156271186440677,Middle-Aged,Medium,0.921999999999997,High Spending
254,28,104.074,87,1.1962528735632183,Young,High,17.073999999999998,High Spending
255,65,47.131,96,0.49094791666666665,Senior,High,-48.869,High Spending
256,33,125.765,81,1.5526543209876544,Middle-Aged,High,44.765,High Spending
257,50,83.963,81,1.03658024691358,Middle-Aged,High,2.962999999999994,High Spending
258,26,116.884,14,8.348857142857144,Young,Low,102.884,High Savings
259,23,135.917,9,15.101888888888888,Young,Low,126.917,High Savings
260,33,34.285,40,0.8571249999999999,Middle-Aged,Medium,-5.715000000000003,High Spending
261,46,47.626,66,0.7216060606060606,Middle-Aged,Medium,-18.374000000000002,High Spending
262,20,29.198,25,1.16792,Young,Low,4.198,High Spending
263,37,25.254,73,0.34594520547945207,Middle-Aged,High,-47.745999999999995,High Spending
264,53,54.238,22,2.4653636363636364,Senior,Low,32.238,Balanced
265,36,11.252,4,2.813,Middle-Aged,Low,7.252000000000001,Balanced
266,43,49.764,26,1.9140000000000001,Middle-Aged,Low,23.764000000000003,High Spending
267,20,87.709,58,1.5122241379310346,Young,Medium,29.709000000000003,High Spending
268,36,63.682,29,2.1959310344827587,Middle-Aged,Low,34.682,Balanced
269,37,69.494,98,0.7091224489795919,Middle-Aged,High,-28.506,High Spending
270,49,91.317,87,1.0496206896551723,Middle-Aged,High,4.316999999999993,High Spending
271,24,75.215,37,2.032837837837838,Young,Medium,38.215,Balanced
272,69,88.587,75,1.18116,Senior,High,13.587000000000003,High Spending
273,58,16.949,70,0.24212857142857144,Senior,High,-53.051,High Spending
274,50,65.393,18,3.6329444444444445,Middle-Aged,Low,47.393,Balanced
275,57,148.013,85,1.741329411764706,Senior,High,63.013000000000005,High Spending
276,56,35.934,42,0.8555714285714285,Senior,Medium,-6.0660000000000025,High Spending
277,35,85.745,100,0.85745,Middle-Aged,High,-14.254999999999995,High Spending
278,57,104.456,41,2.5477073170731708,Senior,Medium,63.456,Balanced
279,18,63.413,38,1.6687631578947368,Young,Medium,25.412999999999997,High Spending
280,28,107.239,34,3.1540882352941177,Young,Medium,73.239,Balanced
281,45,52.318,17,3.0775294117647056,Middle-Aged,Low,35.318,Balanced
282,42,80.39,37,2.172702702702703,Middle-Aged,Medium,43.39,Balanced
283,67,53.088,25,2.12352,Senior,Low,28.088,Balanced
284,40,113.196,76,1.489421052631579,Middle-Aged,High,37.196,High Spending
285,48,65.479,87,0.752632183908046,Middle-Aged,High,-21.521,High Spending
286,47,29.963,86,0.3484069767441861,Middle-Aged,High,-56.037,High Spending
287,59,65.123,85,0.7661529411764706,Senior,High,-19.876999999999995,High Spending
288,52,135.911,27,5.033740740740741,Senior,Low,108.911,High Savings
289,24,112.468,57,1.973122807017544,Young,Medium,55.468,High Spending
290,33,83.477,31,2.6928064516129036,Middle-Aged,Low,52.477000000000004,Balanced
291,43,24.388,6,4.064666666666667,Middle-Aged,Low,18.388,High Savings
292,65,15.569,91,0.1710879120879121,Senior,High,-75.431,High Spending
293,69,79.836,40,1.9959,Senior,Medium,39.836,High Spending
294,66,114.573,98,1.1691122448979592,Senior,High,16.572999999999993,High Spending
295,19,55.002,12,4.5835,Young,Low,43.002,High Savings
296,18,147.326,53,2.7797358490566038,Young,Medium,94.326,Balanced
297,65,147.162,71,2.072704225352113,Senior,High,76.162,Balanced
298,29,34.071,10,3.4071,Young,Low,24.070999999999998,Balanced
299,22,68.243,45,1.516511111111111,Young,Medium,23.242999999999995,High Spending
300,54,135.827,17,7.9898235294117645,Senior,Low,118.827,High Savings
301,49,118.215,26,4.546730769230769,Middle-Aged,Low,92.215,High Savings
302,26,111.57,85,1.3125882352941176,Young,High,26.569999999999993,High Spending
303,58,79.724,92,0.8665652173913044,Senior,High,-12.275999999999996,High Spending
304,52,125.359,62,2.0219193548387095,Senior,Medium,63.358999999999995,Balanced
305,36,85.697,46,1.8629782608695653,Middle-Aged,Medium,39.697,High Spending
306,65,38.732,64,0.6051875,Senior,Medium,-25.268,High Spending
307,33,131.465,2,65.7325,Middle-Aged,Low,129.465,High Savings
308,20,67.108,54,1.242740740740741,Young,Medium,13.108000000000004,High Spending
309,37,121.195,65,1.8645384615384615,Middle-Aged,Medium,56.19499999999999,High Spending
310,41,113.081,51,2.2172745098039215,Middle-Aged,Medium,62.081,Balanced
311,50,46.668,53,0.8805283018867924,Middle-Aged,Medium,-6.332000000000001,High Spending
312,41,33.061,36,0.9183611111111111,Middle-Aged,Medium,-2.939,High Spending
313,69,89.252,26,3.432769230769231,Senior,Low,63.251999999999995,Balanced
314,28,49.749,29,1.7154827586206898,Young,Low,20.749000000000002,High Spending
315,66,140.56,21,6.693333333333333,Senior,Low,119.56,High Savings
316,25,114.68,11,10.425454545454546,Young,Low,103.68,High Savings
317,53,61.745,40,1.543625,Senior,Medium,21.744999999999997,High Spending
318,55,118.464,11,10.769454545454545,Senior,Low,107.464,High Savings
319,57,101.865,36,2.8295833333333333,Senior,Medium,65.865,Balanced
320,37,122.428,59,2.0750508474576272,Middle-Aged,Medium,63.428,Balanced
321,52,33.624,39,0.8621538461538462,Senior,Medium,-5.375999999999998,High Spending
322,65,33.321,99,0.33657575757575753,Senior,High,-65.679,High Spending
323,42,32.574,54,0.6032222222222222,Middle-Aged,Medium,-21.426000000000002,High Spending
324,52,146.312,98,1.4929795918367348,Senior,High,48.31200000000001,High Spending
325,42,128.831,55,2.342381818181818,Middle-Aged,Medium,73.83099999999999,Balanced
326,46,145.504,24,6.062666666666666,Middle-Aged,Low,121.50399999999999,High Savings
327,35,105.257,22,4.784409090909091,Middle-Aged,Low,83.257,High Savings
328,63,74.291,69,1.0766811594202899,Senior,High,5.290999999999997,High Spending
329,35,137.6,56,2.457142857142857,Middle-Aged,Medium,81.6,Balanced
330,19,60.428,33,1.831151515151515,Young,Low,27.427999999999997,High Spending
331,52,141.374,36,3.9270555555555555,Senior,Medium,105.374,Balanced
332,33,141.127,20,7.05635,Middle-Aged,Low,121.12700000000001,High Savings
333,58,121.317,83,1.4616506024096385,Senior,High,38.31699999999999,High Spending
334,53,149.789,99,1.513020202020202,Senior,High,50.78899999999999,High Spending
335,50,137.449,81,1.6969012345679013,Middle-Aged,High,56.44900000000001,High Spending
336,21,38.699,62,0.6241774193548387,Young,Medium,-23.301000000000002,High Spending
337,50,83.686,98,0.8539387755102041,Middle-Aged,High,-14.313999999999993,High Spending
338,31,77.661,73,1.0638493150684931,Middle-Aged,High,4.661000000000001,High Spending
339,38,54.247,26,2.0864230769230767,Middle-Aged,Low,28.247,Balanced
340,65,115.113,66,1.7441363636363636,Senior,Medium,49.113,High Spending
341,37,14.621,73,0.20028767123287672,Middle-Aged,High,-58.379,High Spending
342,25,146.198,73,2.0027123287671236,Young,High,73.19800000000001,Balanced
343,24,146.194,40,3.6548499999999997,Young,Medium,106.19399999999999,Balanced
344,20,28.03,17,1.6488235294117648,Young,Low,11.030000000000001,High Spending
345,34,92.838,1,92.838,Middle-Aged,Low,91.838,High Savings
346,50,94.717,89,1.0642359550561797,Middle-Aged,High,5.716999999999999,High Spending
347,65,48.638,61,0.7973442622950819,Senior,Medium,-12.362000000000002,High Spending
348,29,77.067,43,1.7922558139534883,Young,Medium,34.06699999999999,High Spending
349,68,128.033,42,3.0484047619047616,Senior,Medium,86.03299999999999,Balanced
350,39,115.977,25,4.63908,Middle-Aged,Low,90.977,High Savings
351,39,98.869,39,2.535102564102564,Middle-Aged,Medium,59.869,Balanced
352,63,115.186,35,3.2910285714285714,Senior,Medium,80.186,Balanced
353,47,44.674,3,14.891333333333334,Middle-Aged,Low,41.674,High Savings
354,55,56.271,44,1.2788863636363637,Senior,Medium,12.271,High Spending
355,55,83.688,51,1.6409411764705883,Senior,Medium,32.688,High Spending
356,62,121.076,94,1.2880425531914892,Senior,High,27.075999999999993,High Spending
357,68,11.062,98,0.11287755102040815,Senior,High,-86.938,High Spending
358,25,60.448,12,5.037333333333334,Young,Low,48.448,High Savings
359,44,105.462,19,5.550631578947368,Middle-Aged,Low,86.462,High Savings
360,44,147.301,44,3.3477499999999996,Middle-Aged,Medium,103.30099999999999,Balanced
361,51,57.915,59,0.9816101694915255,Senior,Medium,-1.0850000000000009,High Spending
362,38,14.632,49,0.2986122448979592,Middle-Aged,Medium,-34.368,High Spending
363,47,114.592,61,1.8785573770491804,Middle-Aged,Medium,53.592,High Spending
364,50,144.668,17,8.509882352941176,Middle-Aged,Low,127.668,High Savings
365,45,119.779,74,1.6186351351351351,Middle-Aged,High,45.778999999999996,High Spending
366,64,147.24,57,2.5831578947368423,Senior,Medium,90.24000000000001,Balanced
367,50,118.099,55,2.1472545454545453,Middle-Aged,Medium,63.099000000000004,Balanced
368,22,17.561,47,0.37363829787234043,Young,Medium,-29.439,High Spending
